fid,cr_dens,price,morfotype,cluster,minor_roads_dens,tree_dens,poi_dens,ma_morf,morfotype_unique,empt_place,parks,rail,trunk
17925,0.09181,2,1,21,0.32309,1.604,0.031,0,1,0,1,0,0
17926,0.12034,3,1,31,0.37259,1.682,0.053,1,1,0,1,0,0
17927,0.17750,3,1,31,0.48711,0,0.058,1,1,0,1,0,0
17928,1.06659,2,2,22,6.66254,0,2.909,0,2,0,1,0,0
17929,0.22791,3,1,31,0.39416,0.045,0.227,1,2,0,1,0,0
17930,0.05844,3,1,31,0.71563,0,0.046,0,1,0,1,0,0
17931,0.11412,2,1,21,0.61123,1.578,0,1,1,0,1,0,0
17932,0.10302,2,1,21,0.54752,1.676,0.063,1,1,0,1,0,0
17933,0.08911,3,1,31,0.40693,0,0.027,1,1,0,1,0,0
17934,0.20477,3,1,31,0.36271,0,0.071,1,1,0,1,0,0
17935,0.01951,3,1,31,0.43269,1.086,0,1,1,1,1,0,0
17936,0.11539,3,1,31,0.53677,4.741,0.066,1,1,1,1,0,0
17937,0.11588,2,1,21,0.63893,0,0.154,1,2,0,1,0,0
17938,0.28865,2,1,21,0.61576,0.036,0.073,1,2,0,1,0,0
17939,0.03861,3,1,31,0.50116,0,0.122,0,1,1,1,0,0
17940,0.09275,3,1,31,0.31218,0,0.058,1,1,0,1,0,0
17941,0.58158,3,2,32,3.53067,2.945,3.398,0,2,0,1,0,0
17942,0.16664,3,1,31,0.68744,1.359,0.035,1,2,0,1,0,0
17943,0.41949,3,1,31,0.98292,1.529,0.061,1,1,1,1,0,0
17944,0.22209,3,1,31,0.59831,1.652,0.324,1,2,0,1,0,0
17945,0.19807,2,1,21,0.81477,1.122,0,1,1,1,1,0,0
17946,0.24455,3,1,31,0.70577,1.266,0,1,1,1,1,0,0
17947,0.07820,1,1,11,1.72699,5.421,0,1,1,0,1,0,0
17948,0.64013,3,1,31,0.74905,2.3,0.426,1,2,0,1,0,0
17949,0.14234,3,1,31,0.9533,1.641,0,1,1,1,1,0,0
17950,0.19773,3,1,31,1.21056,1.66,0.092,1,1,0,1,0,0
17951,0.18638,3,1,31,0.95923,0.943,0.157,1,2,1,1,0,0
17952,0.17676,3,1,31,0.35842,0.969,0.136,0,2,1,1,0,0
17953,0.16714,3,1,31,0.57855,2.216,0.03,1,1,0,1,0,0
17954,0.30681,3,1,31,1.13497,1.809,0.065,1,1,0,1,0,0
17955,0.44202,3,1,31,1.1934,2.046,0,1,1,1,1,0,0
17956,0.42869,3,1,31,0.94519,1.874,0,1,1,1,1,0,0
17958,0.04254,2,1,21,0.48547,1.403,0.057,1,1,0,0,0,0
17959,0.04947,3,1,31,0.85342,2.89,0.709,0,2,0,1,0,0
17961,0.19472,3,1,31,1.05815,2.322,0.057,1,1,1,1,0,0
17962,0.76972,3,2,32,3.02347,3.124,1.875,1,2,0,0,0,0
17963,0.07674,2,1,21,0.66569,1.841,0.038,1,1,0,0,0,0
17964,0.20434,3,1,31,1.04584,2.731,0,1,1,0,1,0,0
17965,0.08958,2,1,21,0.92663,1.697,0.047,1,1,1,1,0,0
17966,0.07271,2,1,21,0.12271,1.479,0.041,0,2,0,1,0,0
17967,0.18642,3,1,31,0.80223,5.91,0.112,0,1,0,1,0,0
17969,0.63409,3,1,31,0.83476,0.251,0,1,1,0,1,0,0
17970,0.06696,2,2,22,1.0837,0,0,0,2,0,0,0,0
17971,0.11444,2,1,21,0.23862,1.684,0.133,0,3,0,1,0,0
17972,0.35586,3,1,31,1.41115,0.111,0,0,1,0,1,0,0
17973,0.07323,3,1,31,0.40613,1.092,0.044,1,1,0,1,0,0
17974,0.20394,3,1,31,0.96309,1.991,0,1,1,0,1,0,0
17975,0.15810,3,1,31,0.65286,1.526,0.124,1,1,0,1,0,0
17976,0.11524,3,1,31,0.60031,1.237,0.344,0,2,0,1,0,0
17977,0.68921,2,1,21,0.96685,1.646,0,0,2,1,1,0,0
17978,2.00140,3,2,32,3.35055,01.01,1.768,0,2,0,1,0,0
17979,0.13176,3,1,31,0.51635,2.024,0,1,1,0,1,0,0
17980,0.08634,2,1,21,1.25479,2.57,0.076,1,1,0,0,0,0
17981,0.15604,3,1,31,0.73322,2.111,0.048,1,1,0,1,0,0
17982,0.11993,3,1,31,0.4139,2.312,0.026,0,1,0,1,0,0
17983,0.15125,2,1,21,0.89281,2.251,0.05,1,1,0,0,0,0
17984,0.07771,3,1,31,0.78842,1.753,0.045,1,1,0,1,0,0
17985,0.07574,3,1,31,0.44806,1.362,0.027,1,1,0,1,0,0
17986,0.30038,3,1,31,0.7549,1.526,0.049,1,1,0,1,0,0
17987,0.15272,3,1,31,0.7584,2.976,0.048,1,1,0,0,0,0
17988,0.13561,3,1,31,0.59512,2.033,0.062,1,1,0,1,0,0
17989,0.09802,3,1,31,0.81144,2.445,0,1,1,0,1,0,0
17990,0.51019,2,2,22,1.91176,0,1.374,0,3,0,1,0,0
17991,2.35237,2,1,21,20.36606,0,10.006,1,2,0,0,0,0
17992,0.26061,2,1,21,0.83519,5.071,0.04,0,2,1,1,0,0
17993,0.15417,3,1,31,1.81144,5.483,0.305,1,1,0,1,0,0
17994,0.16971,3,1,31,0.57958,1.18,0.029,1,1,0,1,0,0
17996,0.31748,1,1,11,1.35195,0,0.317,1,2,0,1,0,0
17997,0.20067,3,1,31,0.58806,0,0.039,1,2,0,1,0,0
17998,0.10770,3,2,32,3.57098,1.714,3.183,1,2,0,1,0,0
17999,0.29066,2,1,21,0.5526,0,0.257,1,2,0,1,0,0
18000,0.09261,2,1,21,0.68433,0,0,0,2,0,1,0,0
18002,0.09509,3,1,31,0.9773,0,0.356,1,2,0,1,0,0
18003,0.41186,2,1,21,4.25247,0,0,1,1,1,1,0,0
18004,0.87668,2,2,22,2.14487,0,1.068,0,3,0,0,0,0
18005,0.43349,1,2,12,2.58684,0,0.776,0,3,0,1,0,0
18006,0.08636,3,1,31,0.7876,4.104,0.09,1,1,1,1,0,0
18007,0.21880,2,1,21,1.59771,0,0.088,1,1,0,1,0,0
18008,0.18067,3,1,31,0.75452,0,0.033,1,1,1,1,0,0
18009,0.31409,2,1,21,0.57758,0,0.242,1,1,1,1,0,0
18010,0.14398,3,1,31,0.7525,0,0.07,1,1,1,1,0,0
18011,0.15882,3,1,31,0.72285,2.493,0.043,0,1,0,1,0,0
18012,0.41009,2,2,22,2.07068,8.514,0.774,0,3,0,1,0,0
18013,1.29580,2,1,21,8.98971,1.928,2.571,1,3,0,1,0,0
18014,0.62172,1,1,11,1.40194,0,0,1,2,1,1,0,0
18015,0.53478,1,1,11,3.98783,0,0,1,1,0,1,1,0
18017,0.83298,1,1,11,4.55852,0,0,1,1,0,0,0,0
18018,0.26892,1,2,12,1.41182,3.336,0.568,0,3,1,1,1,1
18019,0.10841,2,2,22,0.6299,1.535,0.071,0,2,0,1,0,1
18020,1.94818,2,2,22,6.10544,13.571,14.008,0,2,1,1,0,0
18021,1.24324,2,2,22,8.89088,16.162,19.27,1,2,1,1,1,0
18022,0.48155,1,1,11,1.39224,2.234,0,1,1,1,1,0,0
18024,0.12375,3,1,31,1.6,5.009,0.159,1,1,1,1,1,1
18025,0.05719,3,2,32,1.04919,0.243,0,1,2,0,1,0,0
18026,0.33011,1,1,11,1.12137,0,0.213,1,1,0,1,0,0
18027,0.13886,3,1,31,0.75147,0,0.035,1,1,1,1,0,0
18029,0.02168,1,2,12,2.60781,0,0.127,1,2,1,1,0,0
18030,0.70191,3,1,31,2.69059,5.665,0,1,1,1,1,0,0
18031,0.67767,3,1,31,3.32957,5.779,0.206,1,1,1,1,0,0
18032,0.77438,3,1,31,3.03219,5.563,0.185,1,1,1,1,0,0
18033,0.34898,3,1,31,3.10373,1.633,0.544,1,2,1,1,0,0
18036,0.04400,1,2,12,0.85216,0.121,0.322,0,2,1,1,0,0
18037,0.21158,2,1,21,3.52126,0,0,1,1,0,1,0,0
18039,0.24318,2,1,21,0.83889,0,0.337,1,1,1,1,0,0
18041,0.28370,3,1,31,0.73789,3.087,0,1,1,1,1,0,0
18042,0.23110,3,1,31,0.71976,1.771,0,1,1,1,1,0,0
18043,0.25641,3,1,31,0.78318,1.634,0,1,1,1,1,0,0
18044,0.16144,3,1,31,0.44923,4.537,0,1,1,1,1,0,0
18045,0.21191,2,1,21,0.4129,0,0.043,0,2,1,0,0,0
18046,0.15076,2,1,21,1.08214,0,0,1,1,1,0,0,0
18047,0.23356,2,1,21,0.78003,1.077,0,1,1,0,1,0,0
18048,0.21456,2,1,21,0.85152,1.339,0,1,1,0,1,0,0
18049,0.28786,2,1,21,0.69421,1.62,0.039,1,1,0,1,0,0
18050,1.98611,1,1,11,10.1367,1.528,4.585,1,2,1,1,0,0
18051,0.81249,1,1,11,6.73821,0,0,1,1,1,1,0,0
18052,0.22106,2,1,21,0.53659,1.448,0,1,1,0,1,0,0
18053,0.15182,2,1,21,0.93565,0,0,1,1,0,1,0,0
18054,0.13055,3,1,31,0.51788,0,0.129,0,1,1,1,0,0
18055,0.13520,1,1,11,0.48956,0.028,0.224,0,2,1,1,0,0
18056,0.17724,3,1,31,0.81968,0,0,1,1,0,1,0,0
18057,0.41539,1,1,11,1.05681,0,0.171,0,1,1,0,0,0
18058,0.20008,2,1,21,0.86938,0,0.365,1,1,1,1,0,0
18059,0.40023,2,1,21,6.07218,0,0.474,1,1,1,1,0,0
18060,0.18269,2,1,21,0.85131,0,0.318,1,2,1,1,0,0
18061,0.46917,3,1,31,1.11311,2.068,0.306,1,1,0,1,0,0
18063,0.17397,2,1,21,0.73829,0,0.239,1,1,1,1,0,0
18064,0.23484,3,1,31,0.52513,0,0.043,1,1,0,1,0,0
18065,0.11685,3,1,31,0.60909,2.392,0.036,1,1,1,1,0,0
18066,0.19898,2,1,21,1.26958,3.368,0,1,1,0,1,0,0
18067,0.10138,3,1,31,0.47805,04.08,0.054,1,1,1,1,0,0
18068,0.20665,3,1,31,1.51915,2.902,0,1,1,1,1,0,0
18069,0.23191,3,1,31,1.33908,0.313,0,1,1,0,1,0,0
18070,0.17207,3,1,31,0.51489,0,0.063,1,1,1,1,0,0
18071,0.09767,3,1,31,0.56963,5.489,0.041,1,1,1,1,0,0
18072,0.17042,3,1,31,1.24634,1.094,0,1,1,1,1,0,0
18073,0.11977,2,1,21,0.45269,0,0.436,1,1,1,1,0,0
18074,0.14446,2,1,21,0.61578,0,0,1,1,0,1,0,0
18075,0.06060,3,1,31,0.34291,0,0.054,1,1,0,1,0,0
18076,0.12671,2,1,21,0.27518,0,0.029,1,1,0,1,0,0
18077,0.19351,2,1,21,0.81338,3.761,0.098,1,1,0,1,0,0
18078,0.10846,3,1,31,0.64525,04.08,0.107,1,1,1,1,0,0
18079,0.10332,2,1,21,0.46235,0,0,1,1,0,1,0,0
18080,0.10330,2,1,21,0.31496,1.797,0.057,1,1,0,1,0,0
18081,0.21406,1,2,12,1.15009,0,0,0,2,1,0,0,0
18082,0.24485,2,1,21,2.79685,0,0,0,1,1,1,0,0
18083,0.06051,3,1,31,0.48342,0,0.03,1,1,0,1,0,0
18084,0.26656,3,1,31,0.87903,0,0,1,1,0,1,0,0
18085,0.07592,3,1,31,1.17735,5.452,0.283,1,1,1,1,0,0
18086,0.07924,3,1,31,0.6172,0,0.087,1,1,0,1,0,0
18087,0.06091,3,1,31,0.5633,0,0.043,1,1,0,1,0,0
18088,0.28226,2,1,21,1.67987,1.296,0.093,1,1,1,1,0,0
18089,0.12642,3,1,31,0.84982,0.638,0,1,1,1,1,0,0
18091,0.17301,2,1,21,1.03944,1.023,0,0,1,1,1,0,0
18092,0.15848,3,1,31,0.54206,1.925,0.056,0,2,1,1,0,0
18093,0.41377,3,1,31,1.07239,2.254,0,1,1,1,1,0,0
18094,0.29666,2,1,21,1.07803,0,0,1,1,1,0,0,0
18095,0.36856,3,1,31,1.47217,0,0.104,1,1,1,0,0,0
18096,0.42290,2,1,21,1.86931,0,0,1,1,1,0,0,0
18097,0.35997,1,1,11,4.36167,1.283,0,1,3,1,1,0,0
18098,1.97953,1,2,12,11.13803,5.975,0.854,0,1,1,1,0,0
18099,0.05697,3,1,31,1.10705,2.036,0.062,1,1,1,1,0,0
18100,0.02801,2,1,21,1.41322,1.288,0,1,1,1,1,0,0
18101,0.16523,3,1,31,0.43033,0,0,1,1,1,1,0,0
18102,0.06419,1,3,13,7.23762,1.54,0,1,3,1,1,0,0
18103,0.66857,2,1,21,10.97847,1.219,0,1,1,1,1,0,0
18104,0.26108,2,1,21,1.18728,1.629,0,1,1,0,1,0,0
18105,0.17922,3,1,31,1.76786,4.038,0,1,1,1,1,0,0
18106,0.17252,3,2,32,3.6124,2.81,1.277,0,2,1,1,0,0
18107,0.03310,1,1,11,0.68991,2.131,0.043,1,1,1,1,0,0
18108,0.68132,1,2,12,1.82821,4.963,0.634,0,2,1,1,0,0
18109,0.09144,3,1,31,1.79722,2.275,0,1,1,1,1,0,0
18110,0.05759,2,1,21,1.10385,2.918,0.099,0,3,1,1,0,0
18111,0.21409,2,1,21,1.35269,7.234,0.478,1,2,1,1,0,0
18112,0.28703,3,1,31,2.77747,0.332,0,0,2,0,1,0,0
18113,0.78319,1,2,12,1.34529,2.796,0.311,0,2,0,1,0,0
18114,0.12084,3,1,31,0.26442,2.099,0.023,0,2,0,1,0,0
18115,0.27217,2,1,21,0.68336,2.646,0.282,0,2,0,1,0,0
18116,0.35683,3,1,31,1.42981,4.368,0.091,0,2,1,1,0,0
18117,0.25660,2,2,22,0.5409,1.195,0.381,0,3,0,1,0,0
18119,0.88671,1,1,11,2.87195,2.841,0.258,1,1,1,1,0,0
18120,0.65235,1,1,11,1.99771,0,0,1,1,1,1,0,0
18121,0.26352,2,1,21,2.17771,1.504,0,1,1,1,1,0,0
18122,0.22231,1,1,11,0.91011,1.926,0,1,1,1,1,0,0
18123,0.28312,1,3,13,0.38402,1.287,2.557,0,2,0,1,0,0
18124,0.06473,3,2,32,0.42348,2.552,0.062,0,2,0,1,0,0
18125,2.29668,1,1,11,1.60334,0,0,1,1,1,1,0,0
18126,0.55333,3,1,31,1.32798,4.861,0.36,0,3,0,1,0,0
18127,0.81254,3,1,31,3.18843,9.571,0,1,1,1,1,0,0
18128,1.10010,2,1,21,5.30611,6.564,4.103,1,1,1,1,0,0
18129,0.03883,2,3,23,2.00083,0.51,0.204,1,2,1,1,0,1
18130,0.45005,3,1,31,2.09968,6.903,2.443,0,2,1,1,0,0
18131,1.15494,3,1,31,3.02312,3.585,0,1,1,1,1,0,0
18132,0.10813,3,1,31,1.29041,2.232,0.135,1,2,0,1,0,0
18133,2.04517,2,1,21,18.53457,6.285,5.237,1,1,0,1,0,0
18134,0.25025,3,1,31,1.00691,3.785,0.639,0,3,0,1,0,0
18135,0.11274,3,1,31,0.36108,3.317,0.05,0,2,1,1,0,0
18136,0.46842,3,1,31,2.32295,5.851,0,1,1,1,1,0,0
18137,0.40136,2,1,21,3.95994,1.634,0,1,2,1,1,0,0
18138,0.28598,3,1,31,0.98808,4.514,0.056,1,1,1,1,0,0
18139,0.27068,2,1,21,2.26043,0.12,0,1,1,1,1,0,0
18140,0.21663,2,3,23,2.01601,0,0.102,0,3,1,1,0,0
18141,0.31013,3,1,31,1.96157,5.144,0.12,1,1,1,1,0,0
18143,0.11407,1,1,11,0.6694,0,0.075,1,1,1,1,0,0
18145,0.03076,3,1,31,0.70034,0,0.049,1,1,1,1,0,0
18146,0.13693,2,2,22,1.23143,2.249,0,0,2,0,1,0,0
18147,0.18308,3,1,31,0.43251,0,0.031,1,1,0,1,0,0
18148,0.26125,3,1,31,0.61441,0,0,1,1,0,1,0,0
18149,0.37853,2,1,21,5.9155,0,0.352,1,1,0,1,0,0
18150,1.54498,3,2,32,11.47933,0,0,1,2,0,1,0,0
18151,0.30463,1,1,11,0.91384,0,0.058,1,1,1,1,0,0
18152,0.07352,3,1,31,0.7499,0,0.047,1,1,1,1,0,0
18153,0.08340,3,2,32,0.85945,1.456,0.324,0,2,0,1,0,0
18154,0.39738,2,1,21,0.5333,3.8,0,0,2,1,1,0,0
18155,0.26624,2,2,22,4.16409,3.16,1.317,1,2,0,1,0,0
18156,0.64367,2,2,22,5.23618,2.461,1.758,0,3,0,1,0,0
18157,0.14629,3,1,31,0.54813,0,0.041,1,1,0,1,0,0
18158,0.05820,3,1,31,1.06276,0,0.072,1,1,1,1,0,0
18159,0.41952,3,1,31,1.90872,2.375,0.095,0,2,1,1,0,0
18162,0.40221,2,1,21,9.49554,6.906,0,1,2,1,1,0,0
18163,1.06073,2,1,21,12.18635,6.509,0,1,2,1,1,0,0
18164,0.20302,3,1,31,1.13413,7.281,0.074,0,1,1,1,0,0
18167,0.22387,3,1,31,1.9291,6.315,1.528,1,2,1,1,0,0
18168,0.53865,3,1,31,2.91878,2.857,0,1,1,1,1,0,0
18169,0.71211,3,1,31,3.21025,5.432,0,1,1,1,1,0,0
18170,1.22831,3,1,31,13.8323,10.437,4.817,1,2,0,1,0,0
18171,1.21754,3,1,31,1.61191,2.583,0.099,1,2,1,1,0,0
18172,0.30021,2,1,21,2.84357,3.517,0.703,1,2,1,1,0,0
18175,0.50303,3,1,31,2.32741,0.988,0.823,1,2,0,1,0,0
18176,0.25062,3,1,31,1.44006,3.77,0.074,0,1,1,1,0,0
18177,0.21269,2,1,21,0.76223,2.537,0.368,0,2,1,1,0,0
18178,0.56204,3,1,31,1.35238,3.339,0.464,1,2,0,1,0,0
18179,0.55908,1,1,11,16.87456,0,0,1,2,1,1,0,0
18180,0.14419,3,1,31,3.18684,5.142,0,1,1,0,1,0,0
18181,0.51428,3,1,31,2.30461,4.59,0,0,2,1,1,0,0
18182,0.12635,3,1,31,1.40314,4.729,0.089,1,1,0,1,0,0
18183,0.37583,1,2,12,2.00245,5.982,2.447,0,2,1,1,0,0
18184,0.57083,3,1,31,2.91899,5.701,0,0,2,1,1,0,0
18185,0.19507,3,1,31,1.59331,6.1,0,1,1,1,1,0,0
18186,0.19658,2,1,21,1.43851,3.368,0.383,1,2,1,1,0,0
18187,0.24483,3,1,31,2.15041,4.333,0.103,1,2,1,1,0,0
18188,0.07890,2,2,22,3.21388,5.693,0.316,0,3,0,1,0,0
18190,0.35297,2,3,23,1.04373,0.823,0.588,0,3,0,1,0,0
18191,0.69501,2,2,22,16.70764,7.287,5.101,0,3,0,1,0,0
18192,0.12993,1,1,11,0.5561,1.693,0.113,1,1,1,1,0,0
18193,0.16510,3,1,31,1.27806,0.944,0,1,1,1,1,0,0
18194,0.57647,1,2,12,2.80014,2.952,1.736,0,2,1,1,1,0
18195,0.15375,3,1,31,2.34608,1.909,0.44,1,1,1,1,0,0
18196,0.13102,1,1,11,0.71068,0.855,0.061,0,2,0,1,1,0
18197,0.14544,1,1,11,0.75025,2.021,0,1,1,1,1,0,0
18198,0.26450,3,1,31,2.3981,1.637,0,1,1,1,1,0,0
18200,0.07298,1,1,11,0.36628,0.621,0.025,1,1,1,1,0,1
18201,0.14638,1,2,12,1.38785,0.585,2.047,0,2,0,1,0,0
18202,0.64155,3,1,31,1.99539,4.962,0,1,1,1,1,0,0
18203,0.11596,3,1,31,0.64843,2.296,0.032,1,1,0,1,0,0
18205,0.16605,1,1,11,1.39794,4.743,0.068,1,1,1,1,0,0
18206,0.02180,3,1,31,0.77912,2.524,0,1,1,0,1,0,0
18207,0.28407,1,1,11,0.43706,1.503,0.036,1,1,0,1,0,0
18208,0.12789,2,1,21,0.34408,1.798,0.036,1,1,0,1,0,1
18209,0.14691,2,1,21,0.34736,1.627,0.063,0,1,1,1,0,0
18210,0.17960,2,2,22,4.79743,3.499,0,1,2,0,1,0,0
18211,1.08721,2,1,21,2.10334,6.421,0.143,1,1,1,1,0,0
18212,0.10048,2,1,21,0.19504,0.747,0.044,1,2,1,1,0,1
18213,0.26906,2,1,21,0.97498,2.244,0.061,1,1,0,1,0,0
18214,2.41534,2,1,21,4.39507,7.654,0,1,1,1,1,0,0
18215,0.08716,2,1,21,0.81538,2.856,0.047,1,2,1,1,0,0
18216,0.09768,2,1,21,0.85574,3.564,0.066,1,1,1,1,0,0
18217,0.27443,2,1,21,0.57909,2.915,0.072,1,1,1,1,0,1
18218,0.10314,1,1,11,1.19307,0.561,0,0,1,1,1,0,0
18219,0.20157,2,1,21,1.05432,0.298,0,1,1,0,1,0,0
18220,0.07487,2,1,21,0.77846,1.794,0.598,0,2,0,1,0,0
18221,0.28839,2,1,21,1.25454,2.638,0,1,1,0,1,0,0
18222,0.08585,2,1,21,1.37255,1.412,0.109,1,1,1,1,0,1
18223,0.22160,2,2,22,2.19676,5.328,0.28,0,2,0,1,0,0
18224,0.11047,3,2,32,0.72367,2.183,0.179,0,2,1,1,0,0
18225,0.14628,2,1,21,1.23391,0.912,0.608,0,2,1,1,0,0
18227,0.13612,2,2,22,1.42292,5.907,0.078,0,2,1,1,0,0
18228,0.23091,3,1,31,1.63512,0.709,0.304,1,2,1,1,0,0
18229,1.41844,3,1,31,7.13067,3.809,1.429,1,2,1,1,0,0
18230,0.24167,2,1,21,1.12842,2.475,0,1,2,1,1,0,0
18231,0.26832,3,1,31,0.86696,2.657,0.097,0,2,1,1,0,0
18232,0.24381,2,1,21,0.50433,1.025,0.273,0,1,0,1,0,1
18234,0.13610,2,1,21,1.29677,2.238,0,1,1,0,1,0,0
18235,0.19939,2,1,21,0.27385,1.393,0.118,0,1,1,1,0,1
18236,0.12427,2,1,21,2.30091,0,0,1,1,0,1,0,0
18237,0.11161,2,1,21,0.41206,0.704,0.018,1,2,1,1,0,1
18238,0.09859,3,2,32,7.30754,0,0,1,1,1,1,0,0
18241,0.20701,2,1,21,1.86032,4.496,0,1,1,0,1,0,0
18242,0.05334,3,3,33,0.41404,2.748,0.14,0,3,0,1,0,0
18244,0.14139,2,1,21,3.0568,0.361,0,1,1,0,1,0,0
18245,0.62630,2,1,21,2.39687,1.793,0,1,1,0,1,0,0
18246,0.54185,2,1,21,3.4593,3.432,0,1,1,0,1,0,0
18248,0.05161,2,1,21,0.84145,3.487,0.06,1,1,1,1,0,0
18249,0.02230,1,1,11,0.32694,1.644,0.097,1,1,0,1,0,0
18250,0.30691,2,1,21,1.54088,2.188,0,1,1,0,1,0,0
18251,0.35276,3,2,32,4.09204,4.65,1.468,0,2,1,1,0,0
18252,0.02529,1,1,11,0.32881,1.849,0.024,0,1,0,1,0,0
18253,0.22479,3,2,32,0.33925,1.448,0.138,0,3,0,1,0,0
18254,0.59356,2,3,23,6.10421,5.134,3.554,1,2,0,1,0,0
18255,0.08581,1,1,11,0.27472,0.988,0.028,0,1,0,1,0,0
18256,0.34585,3,1,31,0.60802,2.918,0.192,0,3,0,1,0,0
18257,0.18813,2,1,21,1.43405,1.252,0.289,0,3,0,1,0,0
18258,0.03887,2,2,22,5.98631,0.933,2.333,0,2,0,1,0,0
18259,0.20048,2,1,21,0.76546,2.109,0.216,0,2,0,1,0,0
18260,0.12092,2,2,22,0.43105,2.383,0.177,0,2,0,1,0,0
18261,0.03662,1,2,12,2.38514,2.851,0.143,1,2,1,1,0,0
18262,0.38251,2,2,22,3.88363,1.508,0,1,1,1,1,0,0
18263,0.02944,2,2,22,6.50897,0,0,0,2,0,1,0,0
18264,0.15264,3,1,31,0.77109,5.412,0.062,0,2,0,1,0,0
18265,0.07636,1,1,11,0.88808,0.489,0.122,0,2,1,1,1,0
18266,0.80779,2,2,22,1.67426,1.551,2.123,0,1,1,1,0,0
18267,0.01222,2,1,21,0.84308,3.461,0.058,1,1,1,1,0,0
18268,1.34027,1,2,12,5.52718,3.151,08.02,0,1,1,1,1,0
18269,0.12270,1,1,11,0.56122,1.431,0.081,0,1,1,1,0,0
18270,0.05146,1,1,11,0.31341,0.787,0.08,0,1,1,1,0,0
18271,0.03717,1,1,11,0.32213,1.292,0.068,1,1,0,1,0,0
18272,0.17190,2,1,21,0.94865,2.104,0,1,1,0,1,0,0
18273,0.13352,2,1,21,0.49084,1.612,0.018,1,2,1,1,0,0
18274,0.07712,3,1,31,0.20269,0,0.049,1,1,0,1,0,0
18275,0.35715,3,1,31,6.66774,0,1.2,1,1,0,1,0,0
18276,0.25588,1,1,11,0.94275,1.894,0,1,1,1,1,0,0
18277,0.09914,1,1,11,1.07653,2.078,0,1,1,1,1,0,0
18278,0.29917,1,1,11,1.13371,2.169,0,1,1,1,1,0,0
18279,0.10217,2,1,21,0.80427,3.306,0,1,1,1,1,0,0
18280,0.41028,1,2,12,1.06015,3.319,1.245,0,2,0,1,0,0
18281,0.03577,2,1,21,0.79362,1.358,0,1,1,1,1,0,0
18282,0.13108,2,1,21,1.47884,4.82,0.654,0,2,0,1,0,0
18283,0.10720,1,1,11,1.93647,7.49,0.217,0,2,0,1,0,0
18284,0.03982,2,1,21,0.87105,2.179,0.042,1,1,1,1,0,0
18285,0.14422,2,1,21,0.82666,1.771,0.082,0,1,1,1,0,0
18286,0.01334,2,1,21,0.75071,1.355,0.034,1,2,1,1,0,0
18287,0.12436,2,1,21,0.97906,1.515,0,1,1,1,1,0,0
18288,0.18313,2,2,22,2.35938,7.378,0.798,0,2,0,1,0,0
18289,0.35049,1,1,11,3.28962,1.975,0,1,1,1,1,0,0
18290,0.05770,2,2,22,0.67268,4.876,0.089,0,2,0,1,0,0
18291,0.12253,2,2,22,1.31698,1.858,0.323,0,2,0,1,0,0
18292,0.16473,2,1,21,1.25035,4.029,0.065,0,3,0,1,0,0
18293,0.54922,1,2,12,12.34988,2.797,10.487,1,1,1,1,1,0
18294,0.21796,2,1,21,1.00632,1.637,0.243,1,3,0,1,0,0
18295,0.17451,2,1,21,0.79661,2.141,0.044,0,1,1,1,0,1
18296,0.05350,2,1,21,0.50205,0.765,0,1,1,1,1,0,0
18297,0.28976,1,1,11,0.89532,0.905,0.065,1,1,1,1,0,0
18298,0.77742,2,1,21,1.79979,0.405,0.54,1,1,0,1,0,0
18299,0.78750,1,1,11,6.96075,4.687,0,1,1,1,1,0,0
18300,0.15290,2,1,21,1.19659,3.914,0.074,0,2,0,1,0,0
18301,0.11101,2,1,21,0.98356,0,0,1,1,1,1,0,0
18302,0.37943,2,2,22,0.75221,1.813,0.767,0,2,1,1,0,0
18303,0.04528,1,1,11,0.23165,0.816,0.065,0,1,0,1,0,0
18304,0.02675,1,1,11,0.38113,1.672,0.156,0,2,0,1,0,0
18305,0.53338,2,3,23,1.64465,1.808,3.013,0,3,0,1,0,0
18306,0.17857,2,1,21,1.11737,1.651,0.057,0,3,0,1,0,0
18307,0.34345,1,1,11,17.40545,0,0,1,1,1,1,0,0
18308,0.08333,2,1,21,0.59658,0.677,0.029,1,1,0,0,0,0
18309,0.47204,2,1,21,1.38413,2.381,0.064,1,1,1,1,0,1
18310,0.10901,3,1,31,0.37539,0.92,0.037,0,1,0,1,0,0
18311,0.43588,1,2,12,18.78507,4.603,0,1,2,0,1,0,0
18313,0.10250,3,3,33,0.46319,0.454,0.108,0,3,0,1,0,0
18314,0.13913,1,2,12,0.70804,2.655,0.531,0,2,0,1,0,0
18315,0.06456,2,1,21,0.37822,1.898,0.035,0,1,1,1,0,1
18316,0.07592,2,1,21,0.74816,1.323,0,1,1,1,1,0,0
18317,0.36490,2,1,21,0.52071,1.153,0.093,1,1,1,1,0,1
18318,0.16368,1,1,11,1.01104,1.75,0,1,1,1,1,0,0
18319,0.04768,3,2,32,1.16271,1.584,0.083,1,3,0,1,0,0
18320,0.58046,2,1,21,4.79085,0.305,0,1,2,0,1,0,0
18321,1.05149,2,1,21,22.55818,1.451,8.708,1,2,0,1,0,0
18322,0.06477,1,1,11,1.36103,3.341,0,1,1,1,1,0,0
18323,0.32822,3,1,31,1.80673,2.495,0.34,1,1,1,1,0,0
18325,0.42564,2,1,21,11.04269,17.393,0.621,1,3,0,1,0,0
