fid,cr_dens,price,morfotype,cluster,minor_roads_dens,tree_dens,poi_dens,ma_morf,morfotype_unique,empt_place,parks,rail,trunk
464,0.76607,1,1,11,1.23505,0.183,0,1,1,0,1,0,0
465,0.19981,1,1,11,1.98499,6.074,0,1,1,0,1,0,0
466,0.25034,1,1,11,0.61212,2.858,0.039,1,1,0,1,0,1
467,0.47311,2,1,21,0.59367,4.152,0.025,1,1,1,1,0,0
470,0.31374,1,1,11,1.15455,2.804,0.085,1,1,0,1,0,1
471,0.53149,1,1,11,1.26795,1.679,0.093,1,1,0,1,0,1
472,0.40325,1,1,11,0.63615,2.332,0.036,1,1,0,1,0,1
473,0.27190,1,1,11,7.2426,0,0,1,1,0,1,0,0
474,0.55538,1,1,11,2.55358,0,0,1,1,0,1,0,0
475,0.38171,1,1,11,1.35338,1.65,0.103,1,1,0,1,0,1
476,0.67191,1,1,11,0.39453,0.344,0.038,1,1,1,1,0,0
477,0.12435,1,1,11,1.50135,3.134,0,1,1,0,1,0,0
478,0.31694,1,1,11,1.10517,2.81,0.074,1,1,0,1,0,1
479,0.35414,1,1,11,1.95382,0.73,0.146,1,1,0,1,0,0
480,0.25161,1,1,11,1.42184,0,0,1,1,1,1,1,0
481,0.15142,1,1,11,0.66029,0.609,0.044,0,2,0,1,1,0
482,0.07133,2,1,21,1.20875,4.985,0,1,1,0,1,0,0
483,0.38149,1,1,11,1.22966,0.584,0.083,1,1,0,1,1,0
488,0.29780,2,1,21,0.56402,1.409,0.039,1,1,1,1,1,1
489,0.42308,2,1,21,0.49586,4.76,0,0,1,1,1,0,1
491,0.34594,1,1,11,0.96921,0.424,0.071,1,1,1,1,1,0
492,0.05185,2,1,21,4.65934,2.69,0,1,1,0,1,0,0
493,0.37100,2,1,21,1.01146,2.083,0,1,1,1,1,0,0
494,0.70226,2,1,21,0.38126,0.903,0.183,0,3,1,1,1,1
495,0.31391,1,2,12,1.73426,2.168,0.52,0,2,1,1,0,1
502,0.16095,1,1,11,0.44646,0.393,0.12,0,3,1,1,1,1
513,0.32222,3,1,31,8.12578,8.38,0,1,1,1,1,0,0
514,0.26309,3,1,31,5.83392,11.041,0.307,1,1,1,1,0,0
515,0.45834,3,1,31,2.67674,2.582,0.129,1,1,0,1,1,0
516,0.59216,3,1,31,10.90611,2.653,1.592,1,1,0,1,1,0
518,0.13761,3,1,31,1.02893,4.833,0.046,1,1,1,1,0,0
520,0.56792,3,1,31,15.43784,17.593,0,1,1,1,1,0,0
521,0.10129,1,1,11,7.01662,13.842,1.013,1,1,0,1,1,0
522,0.16224,1,1,11,39.26991,6.394,0,1,1,0,1,1,0
523,0.01802,2,2,22,0.8346,19.281,0.074,0,2,1,1,0,0
525,0.86101,3,1,31,16.80252,8.518,0,1,1,0,1,1,0
526,0.55713,3,1,31,9.68337,06.08,0,1,1,1,1,1,0
527,0.15694,1,1,11,2.4084,0,0,1,1,1,1,1,0
528,0.10112,1,1,11,2.17353,3.054,0,1,1,0,1,1,0
532,0.08466,3,1,31,1.89424,4.093,0.341,1,1,0,1,0,0
534,0.11053,1,1,11,9.75768,10.902,0,1,1,0,1,1,0
535,0.08600,3,1,31,1.22847,1.157,0.694,1,3,1,1,0,1
536,0.30520,3,1,31,5.15593,5.013,0.264,1,1,1,1,1,0
537,0.21661,3,1,31,4.00777,4.228,0.192,1,1,1,1,1,0
539,0.20737,3,1,31,4.4506,6.962,0,1,1,1,1,0,0
540,0.35134,3,1,31,2.24485,1.745,0.291,1,1,0,1,1,0
541,0.54733,3,1,31,2.05767,3.581,0.094,1,1,1,1,0,0
542,0.92618,3,1,31,7.52375,7.427,0,1,1,1,1,0,0
543,0.06271,2,1,21,0.81054,4.365,0.112,0,2,1,1,0,0
544,0.16588,3,1,31,1.15485,3.287,0.048,1,1,1,1,0,0
545,0.06660,3,1,31,1.12129,1.317,0.188,0,3,1,1,0,0
546,0.10698,3,1,31,1.04837,2.662,0.121,1,2,1,1,0,0
547,0.21564,2,1,21,0.39338,4.561,0.054,0,1,1,1,0,0
548,3.34640,2,1,21,3.17316,9.933,0,1,1,1,1,0,0
549,0.21458,2,1,21,1.17107,6.025,0.307,1,2,1,1,0,0
550,0.00145,1,3,13,12.53154,0,5.7,1,2,1,1,0,0
551,0.03038,2,3,23,2.526,0,4.168,1,2,1,1,0,0
552,0.01102,2,3,23,44.62599,0,0,1,2,1,1,0,0
553,0.02937,2,3,23,2.47714,0,5.441,1,2,1,1,0,0
555,0.25390,3,1,31,1.05505,4.514,0.097,1,2,1,1,0,0
556,0.07420,2,3,23,1.21016,0.104,0.673,0,3,0,1,0,0
560,0.20530,1,2,12,0.97074,0.146,0.389,0,2,1,1,0,0
561,0.07169,1,2,12,0.46946,0.018,0.091,0,2,1,1,0,0
563,0.11803,3,1,31,0.27488,0,0.67,0,1,1,1,1,0
564,0.23768,3,1,31,5.8787,0,1.833,1,1,1,1,0,0
565,0.19872,2,2,22,0.61538,0,0.362,0,2,1,1,0,0
566,1.54092,3,1,31,5.5869,0,0.274,1,2,1,1,0,0
567,0.60180,2,1,21,2.81013,0,1.462,1,2,1,1,0,0
568,0.11612,2,2,22,1.83394,0,0.958,0,2,1,1,0,0
570,0.15335,3,1,31,0.32406,0.777,0.108,0,2,1,1,1,0
571,0.11725,3,1,31,2.07051,3.279,0.281,1,1,1,1,0,0
572,0.78252,1,1,11,67.44197,0,0,1,1,1,1,1,0
573,0.54479,1,2,12,3.69375,0,0.783,0,2,1,1,0,0
574,1.08721,1,1,11,1.28916,0,0.771,1,3,1,1,0,0
575,0.14301,2,2,22,2.22899,0,1.15,0,2,1,1,0,0
576,2.22560,3,1,31,10.3587,0,8.028,1,1,1,1,1,0
577,0.01922,3,2,32,3.81489,0,0.176,0,2,1,1,0,0
578,1.02535,3,1,31,7.43808,0,5.937,1,2,1,1,0,0
579,1.02878,2,2,22,13.41858,10.665,0,1,3,1,1,0,0
581,0.33037,2,2,22,3.42126,4.398,0,1,3,1,1,0,0
582,0.23839,1,1,11,0.48077,1.747,0.137,0,3,1,1,0,0
583,0.56708,1,1,11,1.81854,1.641,0,1,1,0,1,0,0
584,0.28563,2,1,21,0.6801,4.136,0.037,1,2,0,1,0,0
585,0.14385,1,1,11,0.30273,0.529,0.116,0,2,1,1,1,0
586,0.06762,1,1,11,4.81544,2.314,0.463,1,2,1,1,1,1
587,0.14251,2,1,21,1.13992,0,0,0,1,1,1,0,0
588,0.09114,1,1,11,0.70377,0.09,0,1,1,0,1,0,0
589,0.23963,1,1,11,2.52092,2.638,0.115,1,1,0,1,0,0
590,0.63861,1,1,11,2.23881,0.481,0,1,1,0,1,0,0
591,0.48261,1,1,11,1.16389,3.534,0.058,0,2,0,1,0,0
592,0.59591,1,1,11,2.63788,10.433,0,1,1,0,1,0,0
593,0.10369,1,1,11,0.8256,0.961,0,1,1,0,1,0,0
594,0.27061,2,3,23,3.26504,5.87,0,0,3,1,1,0,0
595,0.29469,1,1,11,0.84903,1.905,0,0,2,0,1,0,0
596,0.35657,1,1,11,0.77485,3.203,0,1,2,0,1,0,0
597,0.32629,3,1,31,1.97212,0,1.788,0,3,1,1,0,0
598,0.26458,2,1,21,3.4597,1.628,0,1,1,1,1,0,0
599,0.10207,3,2,32,1.91419,0.914,0.685,0,2,1,1,0,0
600,0.17289,2,3,23,1.17963,0,0.841,0,3,1,1,0,0
601,0.26317,1,1,11,0.90326,1.671,0.041,1,2,1,1,0,0
602,0.38058,1,2,12,8.65356,20.078,01.03,1,2,1,1,0,0
603,0.43268,2,2,22,0.7402,0,0.584,0,3,1,1,0,0
604,6.34988,2,1,21,25.14715,0,15.241,1,3,1,1,0,0
606,21.00399,2,1,21,7.03338,1.254,0.418,1,2,1,1,0,0
607,1.33691,1,1,11,7.3182,2.543,0.636,1,2,1,1,0,0
608,0.17545,2,2,22,0.53591,4.561,0.206,0,2,0,1,0,0
609,0.33797,2,1,21,0.76704,3.104,0.039,0,2,1,1,0,0
610,0.13212,2,2,22,2.7938,11.07,0.097,0,2,1,1,0,0
611,0.20397,3,1,31,2.84212,0.795,0,1,2,1,1,0,0
612,0.20177,2,1,21,7.26305,6.191,1.238,1,2,1,1,0,1
613,0.01732,3,2,32,2.0363,1.902,0.083,0,2,1,1,0,0
614,0.56101,2,1,21,3.03354,0,0.483,0,1,1,1,1,1
615,0.06602,3,1,31,1.47772,1.944,0.118,1,1,1,1,1,0
617,0.84645,1,2,12,4.79272,24.6,0.509,0,2,1,1,0,1
618,0.03584,3,1,31,2.54622,0.705,0,1,1,1,1,1,0
619,0.30826,1,1,11,2.50811,0.117,0.583,1,2,1,1,1,1
620,0.15594,1,1,11,4.80832,3.161,0,1,1,1,1,0,0
621,0.28434,2,1,21,2.0123,1.026,0.44,0,3,1,1,0,1
622,0.12342,1,1,11,1.1506,1.307,0.082,1,1,1,1,0,1
623,0.10775,1,1,11,3.02318,0,0.718,1,3,1,1,0,0
625,0.06732,1,1,11,3.73894,5.447,1.981,0,2,1,1,0,0
627,0.08531,2,1,21,2.28984,3.575,0.128,1,2,0,1,1,0
628,0.19741,1,1,11,0.98118,4.561,0.045,1,1,1,1,1,0
629,0.08659,3,1,31,2.8169,2.53,0.266,1,2,1,1,0,0
630,0.11933,3,1,31,1.35003,3.086,0,1,1,1,1,1,0
631,0.19532,1,1,11,1.26466,0.053,0.16,1,2,1,1,1,0
632,0.54600,1,1,11,1.66202,0,0,1,3,1,1,0,0
633,0.21394,2,1,21,2.22649,0.208,0,1,1,1,1,1,0
634,0.99237,1,2,12,2.19572,4.196,1.21,0,2,1,1,0,1
635,0.11368,3,1,31,1.12782,3.44,0,1,1,0,1,1,0
637,0.20231,2,1,21,2.86174,0.408,0,1,1,1,1,1,0
638,0.13676,3,1,31,1.33491,5.936,0.253,0,2,1,1,1,0
639,0.12657,3,1,31,1.16321,0,0.122,1,2,1,1,1,0
640,0.14371,3,2,32,3.81156,0.392,0.589,0,2,1,1,0,1
641,0.10464,3,1,31,1.17543,0,0.178,0,2,1,1,0,1
642,0.19738,3,1,31,0.86135,0,0.124,0,2,1,1,0,0
643,0.31926,3,2,32,2.9512,0,0.287,0,2,1,1,0,0
644,0.48092,3,1,31,1.13174,0,0.277,1,2,0,1,1,0
646,0.68692,3,1,31,7.88722,0,0,1,2,1,1,0,0
647,0.07871,2,1,21,1.70513,6.301,0.088,1,2,0,1,0,0
650,0.33691,2,2,22,0.58921,0.054,0.486,0,3,1,1,0,1
651,0.14762,3,2,32,0.91407,0.323,1.174,0,3,1,1,0,1
652,0.37514,3,1,31,5.31729,0,0.276,1,2,1,1,0,0
653,1.00908,2,2,22,3.4909,0.173,0.346,0,2,1,1,0,1
654,0.16271,3,1,31,1.29276,0.162,0.647,0,3,1,1,0,1
655,0.33986,1,1,11,1.13002,0.346,0.087,0,3,1,1,1,0
657,0.00880,1,3,13,0.42366,0.301,0,0,2,1,1,0,0
658,0.51645,2,2,22,4.28928,0,2.641,1,2,1,1,0,1
659,0.74576,2,2,22,20.33085,0,4.743,1,2,1,1,0,1
660,18.16765,3,1,31,15.74836,0,7.875,1,2,0,1,1,0
661,1.54906,3,1,31,12.54335,0,0.652,1,1,0,1,1,0
663,0.08623,3,1,31,0.24905,0.61,0.081,0,2,0,1,1,0
664,0.73803,1,2,12,14.85662,0,0,0,2,0,1,0,0
665,0.10263,3,2,32,1.42487,3.203,0.114,0,3,0,1,1,0
666,0.05912,1,1,11,0.54613,3.373,0.05,0,3,0,1,1,0
667,0.46156,1,2,12,0.85099,0.332,0.133,0,2,1,1,0,0
668,1.41188,1,1,11,2.78632,2.191,0.122,0,3,1,1,0,0
669,0.01915,1,3,13,2.37512,3.736,0.348,0,3,1,1,0,0
671,0.78817,1,2,12,18.07008,5.273,10.546,0,3,1,1,1,0
672,0.34582,1,3,13,2.04821,0.948,0,0,3,0,1,1,0
673,1.76879,1,1,11,19.43363,0,3.593,1,1,0,1,1,0
674,0.56530,1,1,11,5.79886,9.759,0,1,3,1,1,0,0
675,0.05931,1,3,13,1.21517,2.782,0.253,0,3,1,1,0,0
676,0.16936,3,2,32,5.12912,0,1.27,0,3,1,1,1,0
677,0.17211,3,2,32,1.46405,0,0.754,0,3,1,1,1,0
678,0.10943,1,3,13,0.5117,1.376,1.256,0,3,1,1,0,0
679,0.78727,1,2,12,2.46824,4.554,2.935,0,2,1,1,0,1
680,0.48328,1,2,12,8.70884,3.681,3.681,1,3,1,1,0,1
682,0.57004,1,1,11,11.047,15.222,0,1,3,1,1,0,0
683,0.76204,1,3,13,2.95703,0.793,2.151,0,3,1,1,1,1
684,1.11392,1,2,12,7.90757,0.361,0,1,2,1,1,0,0
685,1.39948,1,2,12,2.0103,3.457,0.082,0,2,1,1,0,0
686,0.31131,1,2,12,2.21441,2.697,0.899,0,3,1,1,0,0
688,0.21696,1,1,11,1.11341,0.365,0.091,1,1,1,1,0,0
689,0.09495,1,1,11,0.44709,1.734,0.016,0,2,1,1,0,0
690,0.07226,2,1,21,0.46904,1.182,0.021,1,1,1,1,1,0
691,0.11594,2,1,21,0.42976,1.537,0.038,1,1,1,1,1,0
692,0.22282,1,1,11,2.10511,2.959,0,1,1,0,1,0,0
693,0.33996,1,1,11,1.78754,0,0.059,0,3,1,1,1,0
694,0.36886,1,2,12,38.51412,0,1.61,1,3,1,1,0,0
695,1.07855,1,2,12,13.78759,25.507,0,1,2,0,1,0,1
696,0.53920,1,2,12,40.70543,1.639,22.947,1,2,1,1,1,0
697,0.04022,1,3,13,3.45695,0.494,1.607,0,3,1,1,0,0
698,0.10970,2,1,21,0.4829,1.798,0.04,0,1,1,1,1,1
699,0.03506,2,1,21,0.81133,4.083,0,1,1,0,1,0,0
700,0.09630,2,1,21,0.31925,1.936,0.067,1,1,0,1,0,0
701,0.16501,2,1,21,0.62505,0.665,0.077,1,1,0,1,1,1
702,0.70338,1,1,11,9.70588,7.282,0,1,2,1,1,0,0
703,0.23172,1,1,11,1.20986,1.899,0.065,1,1,1,1,0,0
704,0.09606,2,1,21,1.15458,0,0.349,0,1,1,1,1,1
705,0.45203,1,1,11,1.59921,1.644,0.071,1,2,1,1,0,0
706,0.74001,1,1,11,2.12369,1.263,0,1,1,1,1,0,0
707,0.08286,1,1,11,1.25761,7.552,0.162,1,1,1,1,0,0
708,0.60529,1,1,11,1.17102,2.931,0,1,1,1,1,0,0
709,0.42640,1,1,11,1.58765,2.448,0.091,1,1,1,1,0,0
710,0.60883,1,2,12,1.35664,4.528,0.184,0,2,1,1,0,0
711,0.27177,1,2,12,0.9341,4.37,0.126,1,2,1,1,0,0
712,0.27648,1,1,11,1.88092,1.426,0,1,1,1,1,0,0
713,0.35440,1,1,11,0.92542,0.553,0.514,1,2,1,1,0,0
714,0.35436,2,1,21,4.47763,3.981,0.362,0,1,1,1,0,0
715,1.10057,3,1,31,2.93021,0.37,0.864,1,2,1,1,0,1
716,0.76314,1,1,11,1.07772,1.127,0.042,1,2,1,1,0,0
717,0.08040,1,1,11,0.62274,4.569,0.027,1,1,1,1,0,0
718,1.42018,1,1,11,11.58443,0,1.236,1,2,1,1,0,1
719,1.28878,3,2,32,0.99425,0,2.197,0,2,1,1,0,1
720,0.81700,3,2,32,1.14226,0.178,5.418,0,2,1,1,0,1
721,0.20337,3,2,32,0.96051,0.033,0.761,0,2,1,1,0,1
722,0.60292,3,1,31,1.75912,0,0.149,1,1,1,1,0,1
723,0.13042,3,2,32,3.74769,0,2.294,0,2,1,1,0,1
724,0.15111,3,1,31,1.44066,0,0.086,1,1,1,1,0,0
725,0.30186,1,1,11,0.63594,1.176,0.214,1,1,1,1,0,0
726,0.03046,3,1,31,1.06008,0,0.111,0,2,1,1,1,0
727,0.10243,1,1,11,0.71299,7.644,0.314,0,2,1,1,0,0
728,0.40541,1,1,11,0.95679,5.376,0.054,1,1,1,1,0,0
729,0.22788,3,2,32,3.42283,0,0,1,2,1,1,1,0
730,0.84365,3,1,31,12.08892,0,0,1,2,1,1,1,0
731,0.20915,3,1,31,1.48986,0,0.052,0,2,1,1,1,0
732,1.25741,3,1,31,3.09842,0,0,1,2,0,1,1,0
733,0.61878,2,1,21,2.33268,0.776,0,1,1,1,1,0,0
734,0.16739,2,1,21,1.55355,0.396,0,1,1,1,1,0,0
735,0.39862,1,1,11,0.3566,1.957,0.094,0,2,1,1,0,1
736,0.68232,1,1,11,2.14329,2.326,0,1,3,1,1,0,0
737,0.45355,1,2,12,2.26644,5.032,0.28,0,2,1,1,0,0
738,0.50022,2,1,21,1.86066,0.516,0,1,1,1,1,0,0
739,0.73465,1,1,11,1.08504,0.236,0.157,1,1,1,1,0,0
740,0.27675,1,1,11,0.33768,0.836,0.017,1,1,0,1,0,1
741,0.91184,2,1,21,1.80784,0.816,0,1,1,1,1,0,0
742,0.60696,2,1,21,1.77608,0.236,0,1,1,1,1,0,0
743,0.15782,2,1,21,0.56212,0.374,0.029,0,1,1,1,0,1
744,0.36007,3,2,32,8.10997,0,1.517,0,2,1,1,0,1
745,0.74272,2,1,21,1.83165,0,0,1,1,1,1,0,0
746,0.85869,2,1,21,0.626,0.232,0.199,1,1,1,1,0,1
748,0.51642,2,1,21,0.86628,0.628,0,1,1,1,1,0,1
750,0.32425,3,2,32,2.60382,1.925,0.241,0,2,0,1,0,0
752,0.12853,3,1,31,2.20015,2.383,0,0,2,0,1,0,0
753,0.19321,1,3,13,0.57884,0.072,0.252,0,3,1,1,0,1
754,0.04692,3,1,31,1.13478,2.947,0.046,1,2,1,1,0,1
755,0.71749,2,1,21,1.43793,0.444,0.089,1,1,1,1,0,1
756,0.32532,1,2,12,1.3832,0.841,0.35,0,2,1,1,0,0
757,0.85673,2,1,21,1.6599,0.41,0.137,0,2,1,1,0,0
758,0.04687,3,2,32,4.63293,3.642,0.607,0,2,1,1,0,0
759,0.25501,2,1,21,1.08308,0.731,0,1,1,1,1,0,1
760,0.46977,2,1,21,1.38215,0.427,0,1,1,1,1,0,0
761,0.14750,3,1,31,0.93985,0.528,0.144,1,1,1,1,0,0
762,1.45262,1,1,11,5.91806,0.927,0.618,1,2,1,1,0,0
765,0.53660,2,1,21,2.00647,1.466,0.081,0,2,1,1,0,1
766,1.37609,2,1,21,5.91003,0,1.499,1,2,1,1,0,0
767,0.99005,1,1,11,1.19161,3.381,0.69,0,3,1,1,1,1
768,0.50652,3,2,32,13.22261,0.729,0,1,3,1,1,0,1
769,0.53147,2,1,21,5.05482,0,0.308,1,1,1,1,0,0
770,0.24254,2,1,21,1.64624,0,0,1,2,1,1,1,0
772,0.25233,3,1,31,0.81643,0,0.428,0,2,1,1,1,0
773,0.17264,3,1,31,0.51255,0,0.146,1,2,1,1,0,0
774,1.97832,2,1,21,17.79742,0,0,1,1,1,1,0,0
775,0.54067,3,1,31,1.52791,0,0.375,0,2,1,1,0,0
776,1.20670,2,1,21,5.00798,0.33,1.321,1,2,1,1,0,0
777,0.09781,2,1,21,1.29811,1.89,0.344,1,2,1,1,0,1
778,0.18692,3,1,31,1.09684,0,0.098,0,2,1,1,0,0
779,0.27600,3,2,32,6.82462,0,0.384,0,2,1,1,0,0
780,0.16788,2,1,21,1.12886,0,0.593,1,2,1,1,0,0
781,0.50842,2,1,21,4.48612,0,0.276,1,1,1,1,0,0
782,0.26092,1,1,11,4.03027,3.946,2.067,0,1,1,1,0,0
783,0.20951,1,1,11,0.82955,1.347,0.073,1,2,1,1,1,1
784,0.72290,1,1,11,3.25219,0.242,0.484,1,2,1,1,0,0
785,0.60435,1,1,11,7.15966,8.415,1.683,1,2,1,1,0,1
786,0.10994,1,1,11,3.59287,1.441,2.081,1,1,1,1,0,0
787,0.23510,1,1,11,2.61795,0,0.837,1,1,1,1,0,0
788,0.28761,1,1,11,3.86793,6.918,0.865,1,2,1,1,0,1
789,0.43173,1,1,11,14.38357,9.163,0,1,1,1,1,0,0
790,0.09754,3,2,32,7.46427,0,1.22,1,2,1,1,0,0
791,0.28349,3,1,31,1.16892,0,0,1,2,1,1,0,0
793,0.08902,2,1,21,0.86193,0,0.038,0,1,1,1,1,0
794,1.85613,3,1,31,12.17915,0,1.667,1,1,1,1,1,0
795,0.14873,1,1,11,2.18843,0.641,0,1,2,0,1,0,0
796,0.29307,1,1,11,1.25633,0.845,0,1,1,0,1,0,0
797,0.06759,3,1,31,0.36328,1.93,0.04,1,1,1,0,0,0
798,1.46291,1,1,11,3.30392,1.059,0,1,1,0,1,0,0
799,0.19993,1,1,11,1.39233,0.757,0,1,1,0,1,0,0
800,0.06630,1,3,13,0.4437,2.496,0.125,0,3,0,1,0,0
801,2.57268,2,1,21,0.94019,1.093,0.202,1,2,0,1,0,0
802,0.46510,3,1,31,5.97203,28.299,2.62,1,1,1,1,1,1
803,0.65405,3,1,31,4.02334,0,2.426,1,1,1,1,1,0
804,0.32610,2,1,21,5.82734,0,0,1,1,1,1,0,0
805,0.29765,1,1,11,1.70999,3.266,0.742,1,1,1,1,0,0
806,0.33180,2,1,21,3.9236,0.206,1.031,1,2,1,1,1,0
807,0.02011,3,1,31,0.66352,3.161,0.029,1,1,1,0,0,0
808,0.20790,1,1,11,0.89339,0.601,0.026,1,1,1,1,1,0
809,0.37242,3,1,31,18.95568,12.984,0,1,1,1,1,0,0
810,0.20273,2,2,22,2.2247,0.108,0.538,0,2,1,1,0,1
811,0.46818,3,1,31,2.11926,0,0.517,0,1,1,1,0,0
812,0.54797,1,1,11,7.99144,0,0,1,1,1,1,0,0
813,1.62737,1,1,11,4.51566,0,0,1,1,1,1,0,0
814,0.23059,2,1,21,1.59656,4.185,0.785,1,1,1,1,0,0
815,0.09285,1,1,11,0.4692,1.346,0.034,1,1,1,1,0,0
816,0.63780,1,1,11,2.03832,1.433,0,1,1,1,1,0,0
817,0.28036,1,1,11,1.16992,1.438,0,1,1,1,1,0,0
818,0.57239,1,1,11,1.79616,5.792,0.102,1,1,0,1,0,0
819,0.42997,1,1,11,0.5092,2.356,0.157,1,2,1,1,0,0
820,0.37943,1,1,11,3.28041,3.361,0.84,1,1,1,1,0,0
821,0.23015,1,1,11,6.63164,7.494,3.156,1,1,1,1,0,0
823,0.84273,1,1,11,2.30936,0.38,0,1,1,0,1,0,0
824,0.42537,1,1,11,2.82474,4.795,0,1,1,1,1,0,0
825,0.06148,2,1,21,0.48405,2.17,0.035,1,2,0,1,0,0
826,0.07479,1,1,11,2.89419,0.874,1.311,1,1,1,1,0,0
827,0.13486,2,1,21,1.21636,2.308,0.644,1,1,1,1,0,0
830,0.13662,1,2,12,3.00445,0.309,0.772,1,2,1,1,1,1
832,0.15788,1,1,11,0.5934,0,0.055,0,2,1,1,0,0
835,0.19981,1,1,11,1.10244,0,0.06,1,1,0,1,0,0
836,2.12841,1,2,12,14.24762,0,1.616,0,2,0,1,1,0
837,0.58163,1,1,11,1.40126,0,0.304,0,2,1,1,1,0
840,0.94695,1,1,11,0.77779,0,0.117,1,1,1,1,1,0
841,1.77093,1,2,12,2.51311,0,1.218,1,2,0,1,1,0
842,16.84279,1,1,11,4.05099,0,0.71,1,2,1,1,1,0
843,0.07671,1,1,11,1.09518,0.641,0,0,2,0,1,0,1
844,64.87188,1,1,11,44.38405,0,4.807,1,2,0,1,1,0
845,0.04086,1,3,13,6.17316,0,2.368,0,3,1,1,1,0
847,0.28570,1,1,11,1.16347,0,0.162,0,1,1,1,0,0
848,0.07853,1,1,11,0.79301,0,0.133,0,2,1,1,0,0
849,0.76358,1,1,11,8.04916,0,0,1,2,1,1,1,0
853,0.39778,1,1,11,0.74585,0,0.031,0,2,1,1,1,0
854,2.20166,1,1,11,10.679,0,0,1,2,1,1,0,0
856,0.43709,1,2,12,7.98405,0,0,1,2,1,1,1,0
857,0.73264,1,2,12,2.26173,0,0.372,0,1,1,1,1,0
858,0.62000,1,1,11,6.20528,0,0,1,2,1,1,1,0
859,0.52348,1,2,12,2.22104,0,0,0,2,1,1,0,0
860,0.28071,1,1,11,36.04205,0,2.173,1,2,0,1,0,0
861,0.22122,1,2,12,2.28069,0,0.232,0,2,1,1,0,0
864,0.26527,1,1,11,26.30429,0,0,1,1,1,1,0,0
865,1.47395,1,2,12,37.5459,35.62,0,1,1,1,1,0,0
866,0.63549,1,1,11,2.77136,0,0.165,1,1,0,1,0,0
867,0.19687,1,1,11,0.44585,0.427,0.066,0,2,1,1,0,0
870,0.24156,1,1,11,1.74106,0,0.09,0,1,1,1,0,0
875,0.69529,1,1,11,1.82329,0,0.391,1,2,1,1,0,0
877,0.26790,1,2,12,1.5222,0,0.328,0,2,1,1,0,0
878,0.41461,1,3,13,2.52978,3.225,0.484,0,3,1,1,1,1
879,0.71703,3,1,31,2.20755,0,0.673,1,2,1,1,0,0
880,0.12982,1,2,12,1.60968,0,0.349,1,2,0,1,0,0
881,0.43232,1,2,12,0.91027,0,0.111,0,2,1,1,0,0
882,0.52947,3,1,31,0.63958,0,0,0,2,1,1,0,0
883,0.10883,1,1,11,0.52939,0,0.169,0,3,1,1,0,0
884,0.29961,1,2,12,0.76554,0.197,1.012,0,2,1,1,0,0
885,0.42495,1,2,12,0.88466,0.101,0.84,0,2,1,1,0,0
886,1.02912,1,1,11,10.11536,0,0,1,2,1,1,0,0
888,0.04687,3,1,31,0.78884,0,0.047,1,3,1,1,1,0
889,0.17704,1,1,11,0.76309,0,0.076,0,2,1,1,0,0
890,0.21567,1,1,11,0.42681,0,0.045,0,2,1,1,0,0
891,0.30392,1,3,13,0.99381,0.079,0.515,0,3,1,1,1,0
892,10.97023,2,1,21,2.89382,0,0.356,1,3,1,1,0,0
893,0.32097,3,1,31,0.78169,0,0.143,0,1,1,1,0,1
894,0.27934,3,2,32,1.03385,0,0.748,0,2,1,1,1,1
895,0.56639,3,2,32,15.0516,0,0,1,2,1,1,1,0
896,0.19085,2,2,22,2.06318,0,0,0,3,1,1,1,0
897,0.37863,2,3,23,1.6382,0.077,0.309,0,3,1,1,0,1
899,1.51584,2,2,22,10.34067,5.413,7.217,1,2,1,1,0,1
900,0.15177,2,2,22,3.57061,2.43,0.81,0,2,1,1,0,1
901,0.11202,3,1,31,1.67688,0,0,0,1,1,1,0,0
902,0.14362,3,1,31,0.71396,1.695,0.172,1,2,1,1,1,1
903,0.55725,3,1,31,5.00528,0,0,0,2,1,1,0,0
904,0.13516,1,3,13,0.93875,1.837,0.153,0,3,1,1,0,1
905,0.18803,2,2,22,1.55752,1.74,0.079,0,2,1,1,1,1
906,0.32862,2,1,21,2.54431,2.998,0.75,0,2,1,1,0,1
907,0.43783,2,1,21,0.62223,1.073,0,0,1,1,1,0,0
908,2.42006,2,1,21,12.87728,12.146,0.639,1,1,1,1,0,0
909,1.12642,1,1,11,13.04406,18.306,0,1,1,0,1,0,0
910,0.42605,1,1,11,0.98885,1.323,0.11,1,1,1,1,0,0
911,1.24937,1,1,11,4.53625,0,0,1,1,1,1,0,0
912,1.17033,2,1,21,4.11149,9.694,0.198,1,1,1,1,0,0
913,0.69379,2,1,21,10.13512,10.964,0,1,1,0,1,0,0
915,0.64566,1,1,11,1.43204,1.564,0.065,1,1,0,1,0,0
916,0.12188,2,2,22,1.26514,0.065,0.323,0,2,1,1,1,1
917,0.57873,2,2,22,5.83362,0,2.742,0,2,1,1,0,1
918,0.19412,2,2,22,0.71931,0.032,0.419,0,3,1,1,0,1
919,0.73190,2,3,23,20.10409,0,0,1,3,1,1,0,0
920,0.27899,1,2,12,0.7502,0,0.23,0,3,1,1,1,0
921,1.07331,1,1,11,0.64713,1.218,0.126,0,1,1,1,0,0
922,0.31308,1,1,11,4.08686,0,0,1,1,0,1,0,0
924,0.07862,3,2,32,3.08252,0,0.532,0,2,1,1,1,0
925,0.59023,1,1,11,2.92495,0.624,0,1,1,0,1,0,0
926,0.47946,1,1,11,2.84018,0.468,0.156,1,1,0,1,0,0
